customer_id,name,gender,age,mobile,email,registration_date,membership_level,points,total_spent,last_purchase_date,address_district,visit_frequency,preferred_category
CUST000829,阳阳,F,43,0935-22196490,h6luc9.i1y@yahoo.cn,2023-03-09,silver,3016,93593.24,2024-05-29,Jingan,Biweekly,Food & Dining
CUST000830,厍万佳,F,29,0111-52095712,i1cl5v_g30p6y@139.com,2023-05-09,silver,4594,89039.06,2026-02-25,Pudong,Biweekly,Home & Living
CUST000831,左晋鹏,F,37,041-20076859,tbfv9r9@sohu.com,2023-08-12,silver,1124,51171.01,2026-02-15,Changning,Rarely,Fashion
CUST000832,翟建华,M,56,19087620250,hvbk3d.qx1@21cn.com,2025-10-17,platinum,27092,57929.47,2025-12-07,Xuhui,Biweekly,Home & Living
CUST000833,蓝雨桐,M,40,0628-46731461,i46k5q.seo@21cn.com,2024-12-23,silver,4019,22801.93,2025-10-22,Pudong,Weekly,Home & Living
CUST000834,辛立轩,M,66,0947-34009351,hvbhvb47@21cn.com,2023-06-27,silver,3885,10900.67,2026-03-29,Jingan,Biweekly,Fashion
CUST000835,楚志国,M,49,12190989995,gm3lm1.shb@yahoo.com.cn,2024-12-24,silver,4642,66433.01,2026-01-29,Jingan,Monthly,Food & Dining
CUST000836,牧立轩,M,24,10583967716,ui8_j2578@yahoo.cn,2023-07-17,gold,10041,65669.41,2024-08-08,Jingan,Weekly,Food & Dining
CUST000837,檀奕泽,F,40,0144-07360443,prn11@foxmail.com,2023-10-14,gold,8883,1686.41,2024-07-12,Hongkou,Monthly,Entertainment
CUST000838,倪国秀,M,32,0944-22832160,tt4l5v.p0z45@sohu.com,2025-07-02,platinum,47295,63876.9,2026-02-20,Jingan,Biweekly,Food & Dining
CUST000839,尤诗雨,M,22,098-56678339,lzbmd243@139.com,2024-08-12,platinum,37603,15006.04,2025-01-28,Changning,Daily,Food & Dining
CUST000840,戚呈轩,F,19,12667631411,h6lmyc_ldu80@yahoo.com.cn,2025-07-14,bronze,739,14196.64,2025-12-21,Jingan,Rarely,Food & Dining
CUST000841,丘悦,F,37,18961894780,k1zk5m_lzw@21cn.com,2025-01-27,platinum,43245,6976.26,2025-12-08,Yangpu,Weekly,Entertainment
CUST000842,偶欣怡,M,51,011-59275388,knnhot_g9z65@sina.com,2025-03-26,gold,7020,35203.85,2025-11-22,Jingan,Monthly,Fashion
CUST000843,鄢英,M,49,068-77415997,izhlq4_tw2@yahoo.com.cn,2025-01-15,gold,16878,89367.44,2025-02-01,Yangpu,Monthly,Food & Dining
CUST000844,钊国兰,M,60,11683602505,mftn0696@21cn.com,2023-05-23,silver,3644,56871.61,2024-09-04,Changning,Biweekly,Sports & Outdoors
CUST000845,侨晨,M,32,0544-26716326,ffxlmf_jec@vip.qq.com,2023-08-14,platinum,42473,35034.46,2023-11-19,Changning,Biweekly,Entertainment
CUST000846,荣楷瑞,M,57,0714-07115649,v9r_ryi@gmail.com,2025-06-28,bronze,782,77568.25,2025-07-21,Pudong,Biweekly,Home & Living
CUST000847,喻鹏涛,M,19,18208823546,lj5.kd7@yeah.net,2025-07-09,platinum,45512,2464.16,2025-12-13,Changning,Monthly,Sports & Outdoors
CUST000848,耿文,M,45,069-28065749,it68@vip.qq.com,2025-07-22,silver,4485,42000.16,2026-01-08,Changning,Biweekly,Home & Living
CUST000849,汤静怡,F,52,13368197642,to3.o25@outlook.com,2023-01-05,bronze,127,51159.21,2023-02-21,Xuhui,Weekly,Home & Living
CUST000850,辛雯静,F,36,086-08279874,hsv.pab@gmail.com,2023-10-02,platinum,37493,99936.19,2024-08-23,Hongkou,Monthly,Fashion
CUST000851,赵沐宸,F,60,0142-23808230,h6lprj.te610@outlook.com,2025-11-27,bronze,995,69613.07,2026-01-11,Jingan,Daily,Fashion
CUST000852,钊国荣,M,36,13679331998,knnlo5_rcp19@sohu.com,2025-01-18,bronze,92,24810.55,2025-08-17,Changning,Monthly,Food & Dining
CUST000853,屈梓睿,F,50,0666-31792721,hm1i2v58@hotmail.com,2023-01-23,platinum,20273,23440.6,2025-07-16,Changning,Biweekly,Home & Living
CUST000854,葛秀珍,M,43,17318996799,i2vlj118@21cn.com,2023-01-28,silver,4773,90672.75,2024-10-23,Pudong,Monthly,Fashion
CUST000855,羿斌,M,30,18045091460,ixjk5q.fgp@hotmail.com,2023-01-24,platinum,48204,84388.3,2023-05-28,Yangpu,Daily,Food & Dining
CUST000856,卯凯瑞,F,40,12018803165,ffxlmf_ira@yahoo.com.cn,2024-06-23,platinum,32213,34773.87,2025-09-18,Jingan,Weekly,Entertainment
CUST000857,陶天翊,M,46,0257-04403025,g7u.gge@qq.com,2024-07-15,silver,4349,9312.98,2024-11-10,Xuhui,Rarely,Fashion
CUST000858,祭紫林,M,38,16721913874,kleg3444@126.com,2023-10-17,silver,4942,79539.1,2024-07-11,Pudong,Rarely,Electronics
CUST000859,招三锋,F,18,11848897035,q6x_lg92@hotmail.com,2023-01-19,platinum,35566,23070.69,2024-08-12,Jingan,Weekly,Fashion
CUST000860,羿昊焱,M,36,0309-36513423,j8n.p9b11@gmail.com,2024-06-28,silver,4171,49609.57,2024-10-01,Xuhui,Weekly,Entertainment
CUST000861,霍玉兰,M,31,019-93977443,kleg3415@163.com,2024-07-13,bronze,760,67220.07,2024-10-06,Yangpu,Monthly,Food & Dining
CUST000862,霍胤祥,F,56,0733-52652399,k5mhm1.ijr38@vip.qq.com,2024-06-11,gold,9289,84822.33,2024-09-27,Changning,Biweekly,Entertainment
CUST000863,豆伟,F,50,0919-83105106,knnlm1.oah67@yeah.net,2025-10-30,platinum,36955,8566.23,2025-12-11,Yangpu,Rarely,Home & Living
CUST000864,野博文,F,26,0340-65131888,i2vsbt43@qq.com,2024-07-09,gold,14709,70040.52,2026-01-08,Jingan,Daily,Electronics
CUST000865,经峻熙,F,56,000-11039322,lmfmhh52@tom.com,2024-03-17,silver,1329,43119.39,2025-09-03,Pudong,Rarely,Home & Living
CUST000866,广敬彪,F,40,15696686318,k0f.geu46@21cn.com,2024-10-09,gold,12185,44296.43,2025-12-21,Pudong,Daily,Home & Living
CUST000867,毛梓馨,F,29,14999224524,g6nmzi_q6x@yeah.net,2026-02-22,silver,3090,13260.45,2026-03-27,Hongkou,Daily,Food & Dining
CUST000868,钊国珍,M,58,0606-33295053,lm1md2.jv625@sina.com,2024-10-08,bronze,181,65369.87,2026-03-27,Pudong,Rarely,Fashion
CUST000869,徭梓妍,F,29,002-60992843,puplgr.ngo54@yeah.net,2023-04-18,platinum,38316,54359.85,2023-05-28,Changning,Weekly,Home & Living
CUST000870,少建华,F,63,019-56205362,scp56@outlook.com,2024-11-02,platinum,31409,91545.49,2025-09-23,Hongkou,Monthly,Electronics
CUST000871,澄雅鑫,M,48,0458-26518835,lg0to340@gmail.com,2025-08-19,gold,11624,56600.72,2026-01-09,Hongkou,Rarely,Food & Dining
CUST000872,尉熠彤,M,25,023-71510330,fgpsbt10@sohu.com,2025-06-30,gold,15695,92909.43,2025-07-13,Changning,Monthly,Home & Living
CUST000873,完绍辉,F,52,044-62904260,kutqrx41@tom.com,2025-06-14,silver,2264,81661.12,2025-12-19,Pudong,Biweekly,Food & Dining
CUST000874,屈燕,M,61,17417843443,mftn0650@sohu.com,2024-11-24,gold,14853,27887.7,2025-07-27,Pudong,Monthly,Home & Living
CUST000875,荆鑫,M,24,0683-56901713,k1zu0c_lsr81@yahoo.cn,2023-11-14,silver,3832,69922.72,2024-09-04,Yangpu,Rarely,Fashion
CUST000876,宿鹏煊,M,43,19707079844,h6lit6_laj5@sina.com,2025-01-06,platinum,40602,98916.11,2025-06-27,Jingan,Rarely,Food & Dining
CUST000877,谬文昊,F,44,063-47703662,m8eiuk84@outlook.com,2023-02-24,bronze,295,18143.03,2024-07-27,Hongkou,Biweekly,Entertainment
CUST000878,贸梓豪,M,65,16035502466,fevfoz.g9z@gmail.com,2024-01-01,gold,15871,53672.56,2024-07-02,Yangpu,Daily,Electronics
CUST000879,檀绍齐,M,43,084-76212028,k0f_gos@sina.com,2024-03-31,gold,5237,1818.54,2024-06-20,Pudong,Rarely,Electronics
CUST000880,姬语桐,M,20,0642-94778923,h6lpyb23@21cn.com,2024-04-21,bronze,436,65348.79,2025-08-05,Pudong,Weekly,Sports & Outdoors
CUST000881,邬婷方,M,59,14742340909,ts5hvb57@sina.com,2025-07-10,bronze,214,94853.27,2025-10-08,Hongkou,Biweekly,Fashion
CUST000882,昝娟,F,46,0642-33559751,knnrqi.shz@yahoo.cn,2025-07-25,platinum,22784,57479.15,2025-11-16,Xuhui,Biweekly,Sports & Outdoors
CUST000883,巴涛,M,60,007-99355367,gncsbt.h7x23@sohu.com,2025-12-31,silver,3576,23230.43,2026-03-08,Hongkou,Monthly,Home & Living
CUST000884,萨紫林,M,34,14053515242,muq.io6@yahoo.cn,2023-12-07,gold,19972,42202.36,2025-09-08,Yangpu,Monthly,Sports & Outdoors
CUST000885,弓烨华,M,40,0293-90996274,hss.u0m78@126.com,2024-05-16,platinum,44830,20646.98,2025-12-18,Changning,Rarely,Home & Living
CUST000886,申屠立诚,F,24,16505907638,ixjlj1_jv6@sina.com,2025-02-27,silver,4999,87111.78,2025-04-09,Yangpu,Daily,Entertainment
CUST000887,沈文韬,M,41,18856816689,i46k5q21@qq.com,2025-05-22,bronze,615,2737.54,2025-09-19,Hongkou,Weekly,Electronics
CUST000888,锐炫明,M,53,0040-14688590,jlbffg.g5o@yeah.net,2023-03-25,platinum,29032,79491.21,2023-05-02,Pudong,Rarely,Fashion
CUST000889,检明哲,F,67,0248-18193761,rmi50@yeah.net,2024-03-19,bronze,594,36884.42,2026-01-20,Hongkou,Monthly,Home & Living
CUST000890,雀建华,M,19,0458-76000034,tw9_sef98@vip.qq.com,2023-04-04,platinum,33124,6284.35,2025-10-13,Yangpu,Weekly,Sports & Outdoors
CUST000891,石文昊,F,44,069-81720451,v9r52@sohu.com,2024-06-22,silver,2681,13810.48,2026-01-14,Changning,Monthly,Sports & Outdoors
CUST000892,单于俊熙,F,21,091-45534541,fgdpt8_k5e@sohu.com,2024-04-02,platinum,36685,44753.91,2024-09-05,Jingan,Rarely,Home & Living
CUST000893,瑞雅婷,F,34,17466067075,tt4kls.kfy86@foxmail.com,2023-08-06,silver,1463,70452.61,2025-07-25,Jingan,Monthly,Entertainment
CUST000894,封强,F,19,14776235393,j3a49@21cn.com,2024-04-04,gold,15936,92870.66,2026-02-22,Pudong,Weekly,Sports & Outdoors
CUST000895,台阳,M,62,0344-32756898,ixjh6l34@yeah.net,2024-06-04,bronze,255,31184.11,2024-08-01,Yangpu,Daily,Electronics
CUST000896,仝丽芬,M,39,024-00271597,k1z_lfn@vip.qq.com,2024-10-15,silver,4219,50166,2025-04-01,Changning,Biweekly,Fashion
CUST000897,辉奕辰,M,68,071-05619461,tw6my2.fqn@163.com,2026-01-25,silver,2782,47395.74,2026-02-01,Changning,Daily,Sports & Outdoors
CUST000898,甲国栋,M,70,0056-40113799,o97scp.i2v@139.com,2026-03-27,gold,12936,47954.79,2026-03-28,Pudong,Biweekly,Home & Living
CUST000899,镇开慧,F,39,0586-63113985,k5qsbt8@126.com,2024-05-05,platinum,48430,83202.41,2025-08-11,Jingan,Biweekly,Fashion
CUST000900,坚凤英,M,44,17746525972,i1cl5v_k3h95@163.com,2025-09-01,bronze,995,357.07,2025-12-25,Yangpu,Rarely,Sports & Outdoors
CUST000901,奇浩然,F,61,010-61641973,i2vsbt_ggl@sohu.com,2023-08-12,gold,12871,54046.11,2025-08-25,Yangpu,Daily,Entertainment
CUST000902,宿雨桐,M,39,036-77152989,v9rlnf.lzs80@163.com,2023-05-31,silver,3258,18222.86,2025-10-11,Pudong,Weekly,Entertainment
CUST000903,方义轩,M,59,14289486002,k5qscp.hs4@139.com,2025-02-25,gold,8624,52670.01,2025-06-01,Hongkou,Daily,Sports & Outdoors
CUST000904,阮超,M,38,15237281084,fgdq31.sp254@yahoo.com.cn,2023-11-18,bronze,661,19111.41,2025-07-21,Xuhui,Daily,Food & Dining
CUST000905,俎敬阳,M,50,089-60678425,lm1k8853@yeah.net,2023-08-05,platinum,37084,16045.31,2024-07-11,Pudong,Monthly,Electronics
CUST000906,庞修洁,F,63,080-96339316,mtlkn970@yahoo.com.cn,2024-04-19,platinum,47918,38161.57,2026-01-20,Xuhui,Weekly,Home & Living
CUST000907,公冶浩然,F,38,038-91195793,lg0sds_uba55@126.com,2025-03-13,silver,3535,80400.01,2026-02-23,Jingan,Daily,Food & Dining
CUST000908,毕馨羽,M,36,006-83577587,vacsbt62@foxmail.com,2023-02-16,silver,2625,15974.97,2024-09-14,Jingan,Daily,Fashion
CUST000909,和建华,M,46,014-85111040,pd6fvp41@21cn.com,2024-01-03,bronze,822,2783.64,2024-01-13,Jingan,Weekly,Food & Dining
CUST000910,兆明杰,F,64,0800-10871057,k18to335@hotmail.com,2024-10-12,bronze,761,54347.22,2025-03-27,Changning,Biweekly,Food & Dining
CUST000911,诸葛丽芬,M,19,0339-76602736,ggqk1z80@yeah.net,2025-09-14,silver,2431,57211.89,2026-03-12,Xuhui,Rarely,Entertainment
CUST000912,钞倩,F,22,0484-65149829,hss.viy70@sohu.com,2024-01-12,platinum,38488,10593.75,2024-01-20,Jingan,Rarely,Food & Dining
CUST000913,凌义轩,F,59,0606-06838828,tw9izl.kj827@qq.com,2024-11-16,gold,12402,21391.92,2025-01-12,Pudong,Biweekly,Entertainment
CUST000914,殳梓馨,M,23,0594-81128495,knnrmi.gin40@tom.com,2024-04-18,gold,17674,79254.65,2025-05-02,Xuhui,Weekly,Electronics
CUST000915,师烨伟,M,29,056-24730365,q31.ino57@sina.com,2023-05-21,bronze,976,14187.52,2025-07-23,Jingan,Daily,Food & Dining
CUST000916,涂擎宇,M,48,087-56841980,k5qkfk8@yeah.net,2024-12-01,gold,13567,68257.73,2025-01-30,Yangpu,Daily,Food & Dining
CUST000917,竭天翊,M,39,000-74425274,lj5.sgy66@foxmail.com,2023-11-15,bronze,866,78744.75,2023-11-18,Hongkou,Weekly,Entertainment
CUST000918,驹建华,M,28,10183795718,p0i.se6@yeah.net,2023-04-01,platinum,42128,46043.05,2025-06-04,Changning,Monthly,Home & Living
CUST000919,拉秀珍,F,66,15903640879,lh7k1z.ssq41@gmail.com,2026-01-25,platinum,37650,60023.54,2026-01-30,Hongkou,Weekly,Entertainment
CUST000920,扬明辉,M,55,020-09587467,nf7sbt_ioj48@gmail.com,2024-08-16,bronze,778,27978.07,2024-09-21,Pudong,Weekly,Fashion
CUST000921,声乙萍,F,34,096-03734189,k0f71@yahoo.com.cn,2024-12-07,platinum,42382,36123.45,2025-07-13,Xuhui,Weekly,Electronics
CUST000922,佼建军,F,24,0675-39463788,rn1le8_hig14@outlook.com,2023-09-18,silver,1745,92588.9,2025-11-01,Changning,Monthly,Home & Living
CUST000923,夫熙成,F,40,071-10942914,klepv5.uba95@21cn.com,2023-11-27,gold,5791,73114.41,2025-03-23,Hongkou,Monthly,Fashion
CUST000924,府颖,M,25,020-59828384,g6cpv5_ira@outlook.com,2025-04-15,platinum,29936,54459.35,2026-03-27,Pudong,Biweekly,Sports & Outdoors
CUST000925,隗紫林,F,49,076-12261677,gs2k34_obq98@hotmail.com,2023-05-09,platinum,38004,4574.37,2025-02-25,Pudong,Rarely,Home & Living
CUST000926,璩欣怡,F,57,096-41880307,o97fmn38@tom.com,2023-01-10,bronze,891,94427.56,2026-01-07,Changning,Weekly,Entertainment
CUST000927,酆文韬,F,21,11816725751,ixjh6l_izr@139.com,2024-07-06,gold,9201,52555.35,2025-03-22,Xuhui,Monthly,Food & Dining
CUST000928,空建军,F,52,19961713527,i1crqi.g53@hotmail.com,2023-04-02,gold,5482,73645.98,2023-05-17,Changning,Daily,Fashion
CUST000929,邴婷,F,38,0614-93816569,h6lo1s.hlb27@139.com,2023-12-27,bronze,363,44892.55,2024-07-19,Yangpu,Biweekly,Electronics
CUST000930,度致远,M,36,026-65154111,k0f13@foxmail.com,2024-10-31,bronze,787,31228.61,2025-04-22,Pudong,Monthly,Home & Living
CUST000931,闳博文,M,60,0159-77610187,lg0to3.tg933@yahoo.cn,2025-10-16,platinum,22284,72432.67,2026-03-02,Xuhui,Rarely,Sports & Outdoors
CUST000932,罗美方,M,62,009-15696636,freg6n.hpn99@yahoo.cn,2023-09-03,silver,3734,93645.02,2025-03-23,Yangpu,Biweekly,Electronics
CUST000933,索超,F,57,084-46116500,it6.tpy@hotmail.com,2023-06-10,bronze,405,90173.18,2025-10-21,Pudong,Daily,Home & Living
CUST000934,素智杰,F,27,034-12816269,hvb64@yeah.net,2025-01-18,platinum,34325,31086.67,2025-05-17,Pudong,Rarely,Home & Living
CUST000935,景致远,M,48,0954-37497133,fq5rne_jdm@outlook.com,2025-10-14,gold,14748,6348.44,2025-10-16,Xuhui,Monthly,Electronics
CUST000936,车雪,M,30,10439492072,ggqryd_to441@outlook.com,2026-01-28,platinum,43592,25973.6,2026-03-20,Yangpu,Daily,Entertainment
CUST000937,燕鑫鹏,M,30,13483563705,kleg34.ntzuwx15@139.com,2026-02-10,silver,2120,62918.89,2026-03-03,Jingan,Biweekly,Home & Living
CUST000938,绳国琴,F,29,10230207223,o97sbt.to4@outlook.com,2024-11-12,bronze,855,7831.54,2025-09-07,Hongkou,Daily,Sports & Outdoors
CUST000939,严梓豪,F,40,0823-08306296,ts5hvb11@126.com,2024-12-02,gold,9662,5959.82,2025-10-14,Pudong,Monthly,Entertainment
CUST000940,荤波,M,64,023-53181175,k5q.tcvo1n@21cn.com,2023-12-11,bronze,91,68095.87,2024-12-23,Jingan,Daily,Entertainment
CUST000941,晋敏,M,67,18356542980,lm1i2v6@163.com,2025-11-18,silver,2069,3254.19,2026-03-08,Hongkou,Biweekly,Fashion
CUST000942,功越泽,F,50,0666-74827926,mtlmvh.ino@outlook.com,2023-01-12,platinum,30246,43813.05,2023-08-28,Yangpu,Monthly,Fashion
CUST000943,徭梓妍,F,52,054-38418259,h6lgge37@qq.com,2026-01-22,bronze,662,35791.37,2026-02-18,Xuhui,Monthly,Entertainment
CUST000944,淦悦,F,28,017-59606701,knnnlr_l5t@163.com,2025-06-28,bronze,710,21387.51,2025-08-07,Jingan,Biweekly,Electronics
CUST000945,拱宇泽,M,58,029-42785958,k4ti7b73@yeah.net,2025-11-26,bronze,602,28729.17,2025-12-07,Yangpu,Weekly,Home & Living
CUST000946,犁颖,F,40,0930-85293463,fextfv.l7q@yahoo.com.cn,2023-01-07,silver,1264,39421.33,2025-10-20,Changning,Monthly,Entertainment
CUST000947,僧靖琪,F,51,12029723770,ui8_fof@gmail.com,2024-12-20,platinum,33123,4307.34,2025-02-22,Hongkou,Rarely,Home & Living
CUST000948,九俊熙,M,54,0372-87286967,knnk88.pku54@sina.com,2024-04-29,platinum,46959,92540.74,2025-10-10,Jingan,Weekly,Entertainment
CUST000949,爱志明,M,52,0898-71288824,lm1sds_ira64@21cn.com,2024-06-16,gold,15459,81255.49,2024-12-26,Xuhui,Monthly,Food & Dining
CUST000950,信嘉懿,F,41,093-33625504,vacsbt.uof96@yahoo.cn,2025-05-22,platinum,24222,6178.14,2025-06-21,Jingan,Weekly,Food & Dining
CUST000951,礼峻熙,M,53,13547885294,g7u.fgp60@21cn.com,2025-03-13,gold,19493,89281.37,2026-03-16,Hongkou,Daily,Fashion
CUST000952,仵伟诚,F,60,0335-15794475,izhfoz_tof@yahoo.com.cn,2023-11-30,gold,19857,57450.8,2024-03-15,Changning,Weekly,Sports & Outdoors
CUST000953,吾榕融,F,44,0736-43858006,p1pvgw72@outlook.com,2024-06-08,gold,5678,6649.07,2024-09-02,Pudong,Rarely,Fashion
CUST000954,竭奕泽,M,67,014-77105773,lzbmd253@hotmail.com,2023-11-15,silver,4624,92277.43,2025-01-13,Yangpu,Biweekly,Home & Living
CUST000955,颜国兰,F,48,13497404204,lzbmd287@tom.com,2024-01-06,platinum,27285,84568.35,2024-05-11,Yangpu,Monthly,Food & Dining
CUST000956,连国辉,F,50,025-07291309,lg0sds_u6m38@sohu.com,2024-08-10,bronze,488,87154.64,2024-11-14,Xuhui,Monthly,Food & Dining
CUST000957,须嘉熙,M,42,19906549656,fozmy292@126.com,2025-05-10,platinum,46359,76485.93,2026-03-10,Changning,Daily,Electronics
CUST000958,伯绍辉,F,30,0059-96772183,k1zk5m71@qq.com,2023-03-23,platinum,21974,20751.87,2025-09-08,Hongkou,Weekly,Entertainment
CUST000959,折乐驹,F,56,0006-30401483,rmi5@sohu.com,2025-10-19,silver,1347,13468.34,2026-02-04,Jingan,Biweekly,Entertainment
CUST000960,让浩轩,M,37,18156806704,o97rmi.i7t@qq.com,2024-05-22,platinum,26326,94561.77,2025-04-10,Jingan,Rarely,Food & Dining
CUST000961,慎国栋,F,31,0184-63104864,ob5j6i.uws74@sohu.com,2026-01-25,platinum,41219,21743.88,2026-03-20,Jingan,Rarely,Sports & Outdoors
CUST000962,贰雨欣,M,63,0087-02612014,oq3kgn.pxi12@tom.com,2023-01-08,silver,2975,87299.92,2023-03-02,Yangpu,Daily,Entertainment
CUST000963,牵超,F,59,0083-30625054,fgdptf4@163.com,2026-02-19,platinum,35002,96406.06,2026-02-22,Hongkou,Biweekly,Electronics
CUST000964,濮阳玉兰,F,40,0554-84889981,h6lptf.jd472@126.com,2026-01-26,bronze,165,57758.93,2026-02-02,Pudong,Weekly,Sports & Outdoors
CUST000965,才正豪,F,63,028-30685384,knnrmi.ijt39@outlook.com,2023-01-04,bronze,884,43689.28,2025-12-21,Xuhui,Rarely,Food & Dining
CUST000966,奚国香,F,66,0174-89554660,lj5_kjv35@foxmail.com,2026-03-18,gold,9643,60880.25,2026-03-19,Changning,Rarely,Entertainment
CUST000967,司马梓妍,M,70,013-76792743,fmn96@163.com,2024-04-19,gold,19531,43265.21,2026-02-04,Jingan,Daily,Food & Dining
CUST000968,容展鹏,M,28,0275-69259936,ireh6l.scd16@vip.qq.com,2026-01-27,platinum,20243,17158.94,2026-03-10,Yangpu,Daily,Sports & Outdoors
CUST000969,镇天娇,F,67,039-39750775,tbf24@yeah.net,2026-02-16,bronze,243,78094.74,2026-03-06,Pudong,Rarely,Food & Dining
CUST000970,僪熙成,F,33,046-46690924,mawfmn84@vip.qq.com,2026-02-13,gold,11346,13623.76,2026-03-06,Pudong,Biweekly,Fashion
CUST000971,郏熙成,F,37,15127789261,hvbhvb_i4s@tom.com,2024-05-25,bronze,518,56157.54,2025-02-12,Changning,Monthly,Sports & Outdoors
CUST000972,农正豪,F,31,0840-59175440,o1smvh.jih95@139.com,2023-12-05,silver,2039,42513.11,2024-08-23,Changning,Daily,Sports & Outdoors
CUST000973,左敬彪,M,26,012-11541050,mtlmvh97@139.com,2024-08-28,silver,3474,65177.69,2024-10-23,Hongkou,Biweekly,Home & Living
CUST000974,宿若汐,M,31,15756806885,l7nrqi11@hotmail.com,2023-02-23,platinum,20579,9249.29,2025-01-04,Xuhui,Weekly,Home & Living
CUST000975,大国强,M,44,0620-62620133,o97rmi_ip282@gmail.com,2023-02-04,silver,1323,19999.64,2025-08-09,Xuhui,Biweekly,Fashion
CUST000976,苑茗泽,F,18,006-48275428,rmi.ffc50@tom.com,2025-12-11,silver,4293,80886.93,2026-03-10,Yangpu,Weekly,Fashion
CUST000977,候萍,F,29,16239049953,me4hce84@qq.com,2025-11-21,gold,18611,77050.27,2026-01-26,Changning,Biweekly,Fashion
CUST000978,宦笑愚,F,65,0779-95058379,g6cpv5.j6i21@sina.com,2025-12-08,gold,12185,87894.89,2026-02-19,Xuhui,Monthly,Sports & Outdoors
CUST000979,念政君,F,47,0737-19851599,gs2k34_ffgk3d@outlook.com,2023-02-02,silver,3723,90287.47,2024-09-06,Xuhui,Daily,Home & Living
CUST000980,钱萍,M,68,12246881200,o97rmi_te6@foxmail.com,2024-11-13,platinum,24224,73549.85,2025-12-29,Hongkou,Biweekly,Sports & Outdoors
CUST000981,帛艳,M,19,007-77219873,h6lscp26@yahoo.com.cn,2026-01-05,platinum,31731,25315.65,2026-03-04,Xuhui,Daily,Food & Dining
CUST000982,汪熙成,F,59,037-90369274,j3a.sef@126.com,2023-06-29,silver,3968,49828.29,2025-12-02,Hongkou,Rarely,Electronics
CUST000983,狄昊然,M,31,0358-86846732,jlbffg_pta64@qq.com,2023-05-22,platinum,20275,30001.56,2024-09-10,Yangpu,Monthly,Electronics
CUST000984,訾霞,F,31,0660-40647128,feorne63@outlook.com,2025-06-06,gold,15497,62903.36,2025-11-22,Jingan,Monthly,Home & Living
CUST000985,林驰,M,22,006-06776361,hn9lj1_ntzuwx@vip.qq.com,2024-09-10,platinum,29681,56715.21,2025-10-15,Hongkou,Rarely,Food & Dining
CUST000986,察靖琪,F,28,19130320021,muq.nvs43@163.com,2023-08-25,bronze,864,77532.89,2025-07-21,Hongkou,Rarely,Food & Dining
CUST000987,敛语桐,M,33,16160899339,my2.k6d@outlook.com,2025-12-02,platinum,35089,13290.22,2026-02-27,Hongkou,Daily,Home & Living
CUST000988,成昊焱,F,61,11980268074,h6lpv5.vd028@126.com,2024-05-25,platinum,26570,58018.77,2026-03-20,Hongkou,Daily,Electronics
CUST000989,冒义轩,M,18,085-05872677,kleg34.fw65@hotmail.com,2024-02-07,bronze,835,97896.93,2025-05-31,Yangpu,Biweekly,Home & Living
CUST000990,溥国强,F,47,045-99861859,iregge94@qq.com,2026-02-21,gold,10397,82485.84,2026-03-28,Jingan,Rarely,Sports & Outdoors
CUST000991,户烨伟,F,58,0554-62245281,v9r.iyd16@sina.com,2023-12-31,bronze,897,355.03,2024-09-25,Jingan,Rarely,Fashion
CUST000992,圭驰,F,60,0670-38459549,g6cpv597@hotmail.com,2024-06-03,platinum,24815,45354.88,2026-03-05,Pudong,Monthly,Home & Living
CUST000993,旁万佳,M,40,0352-89995553,mzitue.i37@qq.com,2024-09-03,gold,17098,207.69,2025-02-16,Xuhui,Monthly,Food & Dining
CUST000994,九炫明,F,69,0909-88379482,o97kgs35@outlook.com,2023-11-17,silver,1007,29237.8,2026-01-18,Changning,Rarely,Sports & Outdoors
CUST000995,查沐阳,M,25,0997-75641716,lm1sbt_o9sfoz86@hotmail.com,2023-01-27,gold,5855,89872.91,2025-01-25,Jingan,Rarely,Food & Dining
CUST000996,魏玉梅,F,47,0908-32294401,tbf_j85i4980@vip.qq.com,2024-06-26,platinum,43762,60267.7,2025-04-01,Pudong,Monthly,Entertainment
CUST000997,拱哲瀚,F,32,089-94476202,k1zggq.fln@outlook.com,2024-05-01,bronze,878,6025.9,2025-10-02,Changning,Monthly,Food & Dining
CUST000998,随国琴,M,42,045-99708066,v9ru72.g7u72@sohu.com,2026-01-28,gold,6773,49343.31,2026-02-20,Xuhui,Weekly,Electronics
CUST000999,乌雅雅鑫,M,43,0914-54405344,u52.g6c94@foxmail.com,2024-10-08,silver,1695,14774.37,2026-03-19,Xuhui,Weekly,Entertainment
CUST001000,丛伟,F,21,0232-36944354,po4sf097@yahoo.com.cn,2025-05-27,silver,1474,56915.28,2025-07-17,Changning,Rarely,Food & Dining
CUST001001,戊鹏,F,20,0533-65633342,h6lmvh77@outlook.com,2024-12-20,platinum,39653,49291,2025-09-15,Changning,Rarely,Food & Dining
CUST001002,接癸霖,M,45,11076690095,h6lpyb77@126.com,2024-06-15,bronze,948,15068.73,2025-01-23,Pudong,Rarely,Food & Dining
CUST001003,祢兰英,F,24,091-70991222,fh5q31_k47@yahoo.cn,2023-05-07,silver,4637,74775.16,2024-04-19,Jingan,Weekly,Home & Living
CUST001004,景正豪,F,27,044-91527885,feorne_g7s24@qq.com,2025-06-04,platinum,20636,98686.85,2025-11-25,Yangpu,Rarely,Sports & Outdoors
