customer_id,gender,age,annual_income,spending_score,member_tier,visit_frequency,preferred_category,total_visits_last_year,total_spent_last_year,email,phone,address_district,signup_date,last_visit_date
"CUST000192","Female","49","83795","3","Gold","Weekly","Beauty & Cosmetics","48","48266","customer192@example.com","13800000192","Huangpu","2024-01-24","2026-02-27"
"CUST000193","Male","48","193317","2","Silver","Monthly","Beauty & Cosmetics","17","26291","customer193@example.com","13800000193","Minhang","2025-10-14","2026-03-09"
"CUST000194","Female","24","44353","1","Platinum","Quarterly","Books & Stationery","5","887","customer194@example.com","13800000194","Xuhui","2025-06-22","2026-03-13"
"CUST000195","Female","27","60778","5","Platinum","Weekly","Beauty & Cosmetics","44","53485","customer195@example.com","13800000195","Changning","2024-10-02","2026-03-07"
"CUST000196","Male","25","97844","4","Gold","Biweekly","Home & Living","24","37572","customer196@example.com","13800000196","Pudong","2024-01-01","2026-03-04"
"CUST000197","Male","26","98472","4","Bronze","Rarely","Electronics","1","1576","customer197@example.com","13800000197","Xuhui","2025-07-22","2026-03-05"
"CUST000198","Female","50","57287","3","Gold","Monthly","Sports & Outdoors","20","13749","customer198@example.com","13800000198","Pudong","2023-12-15","2026-03-11"
"CUST000199","Male","30","34020","3","Bronze","Biweekly","Beauty & Cosmetics","21","8573","customer199@example.com","13800000199","Minhang","2024-05-08","2026-02-28"
"CUST000200","Male","29","82182","4","Platinum","Quarterly","Entertainment","5","6575","customer200@example.com","13800000200","Changning","2025-02-02","2026-02-24"
"CUST000201","Male","28","136494","3","Platinum","Rarely","Fashion","1","1638","customer201@example.com","13800000201","Xuhui","2023-06-23","2026-02-20"
"CUST000202","Female","31","101588","1","Gold","Rarely","Entertainment","2","813","customer202@example.com","13800000202","Changning","2024-04-05","2026-02-19"
"CUST000203","Female","47","125501","3","Bronze","Quarterly","Fashion","5","7530","customer203@example.com","13800000203","Jingan","2025-04-25","2026-03-09"
"CUST000204","Female","29","60854","5","Bronze","Biweekly","Entertainment","38","46249","customer204@example.com","13800000204","Huangpu","2025-12-18","2026-03-08"
"CUST000205","Female","38","69095","3","Silver","Rarely","Sports & Outdoors","1","829","customer205@example.com","13800000205","Jingan","2024-08-16","2026-03-14"
"CUST000206","Female","41","72235","3","Silver","Weekly","Fashion","75","65012","customer206@example.com","13800000206","Jingan","2023-06-08","2026-03-10"
"CUST000207","Male","29","80513","3","Platinum","Rarely","Beauty & Cosmetics","1","966","customer207@example.com","13800000207","Pudong","2025-02-26","2026-03-13"
"CUST000208","Male","23","58392","5","Platinum","Monthly","Sports & Outdoors","18","21021","customer208@example.com","13800000208","Xuhui","2024-02-27","2026-02-20"
"CUST000209","Male","24","74638","5","Platinum","Rarely","Home & Living","3","4478","customer209@example.com","13800000209","Minhang","2023-09-20","2026-02-25"
"CUST000210","Female","64","185998","4","Gold","Biweekly","Beauty & Cosmetics","25","74399","customer210@example.com","13800000210","Huangpu","2025-11-03","2026-02-16"
"CUST000211","Male","25","26701","3","Silver","Biweekly","Home & Living","36","11535","customer211@example.com","13800000211","Changning","2023-08-11","2026-02-20"
"CUST000212","Female","29","66766","2","Gold","Biweekly","Electronics","35","18694","customer212@example.com","13800000212","Huangpu","2023-06-07","2026-03-06"
"CUST000213","Male","23","78319","5","Platinum","Monthly","Food & Dining","14","21929","customer213@example.com","13800000213","Huangpu","2023-04-05","2026-03-10"
"CUST000214","Female","32","43921","2","Bronze","Monthly","Books & Stationery","16","5622","customer214@example.com","13800000214","Pudong","2023-01-17","2026-03-12"
"CUST000215","Female","28","31074","3","Silver","Weekly","Food & Dining","46","17153","customer215@example.com","13800000215","Changning","2023-02-10","2026-02-20"
"CUST000216","Male","31","236949","2","Gold","Monthly","Beauty & Cosmetics","14","26538","customer216@example.com","13800000216","Xuhui","2024-02-09","2026-02-28"
"CUST000217","Male","28","90344","4","Bronze","Rarely","Fashion","3","4337","customer217@example.com","13800000217","Changning","2024-05-23","2026-02-20"
"CUST000218","Male","28","116145","2","Platinum","Weekly","Electronics","57","52962","customer218@example.com","13800000218","Xuhui","2024-05-20","2026-03-02"
"CUST000219","Male","33","67078","1","Gold","Weekly","Entertainment","51","13684","customer219@example.com","13800000219","Changning","2024-01-22","2026-03-04"
"CUST000220","Female","45","88432","3","Platinum","Monthly","Home & Living","18","19101","customer220@example.com","13800000220","Changning","2023-05-27","2026-02-28"
"CUST000221","Male","29","54534","3","Platinum","Quarterly","Home & Living","5","3272","customer221@example.com","13800000221","Pudong","2024-01-01","2026-02-22"
"CUST000222","Male","20","84831","3","Silver","Rarely","Home & Living","1","1018","customer222@example.com","13800000222","Minhang","2025-07-07","2026-03-09"
"CUST000223","Female","24","77684","2","Gold","Rarely","Sports & Outdoors","3","1864","customer223@example.com","13800000223","Jingan","2023-03-08","2026-03-13"
"CUST000224","Female","18","21255","4","Bronze","Monthly","Food & Dining","19","6462","customer224@example.com","13800000224","Pudong","2024-04-28","2026-03-03"
"CUST000225","Female","19","82803","4","Silver","Monthly","Food & Dining","17","22522","customer225@example.com","13800000225","Changning","2025-11-09","2026-03-03"
"CUST000226","Female","34","44439","1","Platinum","Monthly","Food & Dining","13","2311","customer226@example.com","13800000226","Jingan","2023-01-23","2026-02-24"
"CUST000227","Male","32","73353","5","Bronze","Monthly","Beauty & Cosmetics","17","24940","customer227@example.com","13800000227","Minhang","2023-04-11","2026-02-16"
"CUST000228","Female","32","37459","2","Silver","Weekly","Entertainment","62","18580","customer228@example.com","13800000228","Minhang","2024-12-08","2026-02-19"
"CUST000229","Male","27","79019","4","Gold","Biweekly","Books & Stationery","37","46779","customer229@example.com","13800000229","Pudong","2024-02-15","2026-03-08"
"CUST000230","Male","20","42079","4","Platinum","Quarterly","Fashion","5","3366","customer230@example.com","13800000230","Changning","2023-04-23","2026-02-20"
"CUST000231","Female","23","28295","4","Gold","Rarely","Entertainment","3","1358","customer231@example.com","13800000231","Huangpu","2025-05-05","2026-02-19"
"CUST000232","Female","27","59647","4","Platinum","Weekly","Books & Stationery","44","41991","customer232@example.com","13800000232","Xuhui","2023-12-27","2026-03-01"
"CUST000233","Male","20","26418","2","Gold","Monthly","Electronics","11","2325","customer233@example.com","13800000233","Jingan","2025-11-15","2026-02-26"
"CUST000234","Male","19","89366","3","Gold","Weekly","Fashion","79","84719","customer234@example.com","13800000234","Pudong","2024-04-02","2026-02-17"
"CUST000235","Male","28","41507","5","Platinum","Quarterly","Fashion","8","6641","customer235@example.com","13800000235","Jingan","2025-02-06","2026-02-25"
"CUST000236","Male","28","173441","5","Platinum","Rarely","Food & Dining","2","6938","customer236@example.com","13800000236","Changning","2023-07-25","2026-03-12"
"CUST000237","Female","21","82359","5","Bronze","Weekly","Books & Stationery","42","69182","customer237@example.com","13800000237","Huangpu","2023-10-22","2026-02-17"
"CUST000238","Male","21","44610","5","Gold","Quarterly","Electronics","6","5353","customer238@example.com","13800000238","Huangpu","2023-11-17","2026-02-18"
"CUST000239","Male","25","292997","3","Silver","Monthly","Food & Dining","17","59771","customer239@example.com","13800000239","Xuhui","2023-10-02","2026-02-17"
"CUST000240","Female","33","106774","5","Gold","Biweekly","Food & Dining","21","44845","customer240@example.com","13800000240","Huangpu","2024-11-20","2026-03-03"
"CUST000241","Male","48","90754","5","Silver","Weekly","Food & Dining","56","101644","customer241@example.com","13800000241","Minhang","2024-07-01","2026-02-28"
"CUST000242","Female","41","98001","3","Platinum","Biweekly","Beauty & Cosmetics","34","39984","customer242@example.com","13800000242","Xuhui","2025-12-12","2026-02-15"
"CUST000243","Female","41","43369","5","Gold","Monthly","Home & Living","18","15613","customer243@example.com","13800000243","Jingan","2024-06-27","2026-02-21"
"CUST000244","Male","23","52579","3","Silver","Weekly","Electronics","67","42274","customer244@example.com","13800000244","Huangpu","2025-01-08","2026-02-13"
"CUST000245","Female","66","34016","4","Platinum","Monthly","Food & Dining","10","5443","customer245@example.com","13800000245","Xuhui","2025-09-03","2026-03-12"
"CUST000246","Female","22","48819","3","Silver","Monthly","Beauty & Cosmetics","12","7030","customer246@example.com","13800000246","Pudong","2023-06-03","2026-02-25"
"CUST000247","Female","27","63919","4","Silver","Rarely","Sports & Outdoors","2","2045","customer247@example.com","13800000247","Minhang","2023-01-25","2026-02-25"
"CUST000248","Male","21","208997","2","Platinum","Biweekly","Sports & Outdoors","32","53503","customer248@example.com","13800000248","Jingan","2025-11-16","2026-02-24"
"CUST000249","Female","37","62045","2","Platinum","Monthly","Food & Dining","12","5956","customer249@example.com","13800000249","Changning","2023-01-06","2026-03-14"
"CUST000250","Male","18","78949","4","Platinum","Weekly","Food & Dining","53","66949","customer250@example.com","13800000250","Huangpu","2023-10-09","2026-02-23"
"CUST000251","Male","66","77734","3","Gold","Quarterly","Sports & Outdoors","7","6530","customer251@example.com","13800000251","Huangpu","2024-08-18","2026-03-08"
"CUST000252","Female","53","85861","5","Gold","Quarterly","Books & Stationery","5","8586","customer252@example.com","13800000252","Pudong","2023-01-22","2026-02-19"
"CUST000253","Female","60","83688","4","Bronze","Rarely","Fashion","1","1339","customer253@example.com","13800000253","Huangpu","2025-02-03","2026-03-02"
"CUST000254","Male","39","48561","2","Silver","Weekly","Home & Living","74","28748","customer254@example.com","13800000254","Changning","2023-10-25","2026-02-27"
"CUST000255","Female","38","98069","4","Gold","Biweekly","Sports & Outdoors","20","31382","customer255@example.com","13800000255","Changning","2023-08-01","2026-02-19"
"CUST000256","Male","35","83092","4","Platinum","Weekly","Home & Living","50","66474","customer256@example.com","13800000256","Changning","2024-07-15","2026-02-26"
"CUST000257","Male","18","114265","2","Platinum","Quarterly","Home & Living","5","4571","customer257@example.com","13800000257","Minhang","2024-03-15","2026-02-23"
"CUST000258","Male","33","93120","2","Bronze","Monthly","Electronics","15","11174","customer258@example.com","13800000258","Changning","2023-11-01","2026-02-20"
"CUST000259","Male","26","58335","3","Gold","Biweekly","Electronics","28","19601","customer259@example.com","13800000259","Xuhui","2024-06-26","2026-02-21"
"CUST000260","Female","57","68902","3","Platinum","Weekly","Fashion","69","57051","customer260@example.com","13800000260","Changning","2024-03-19","2026-03-13"
"CUST000261","Male","45","72081","2","Silver","Quarterly","Home & Living","4","2307","customer261@example.com","13800000261","Xuhui","2025-02-18","2026-02-19"
"CUST000262","Male","32","34039","2","Gold","Rarely","Sports & Outdoors","3","817","customer262@example.com","13800000262","Minhang","2024-05-20","2026-03-14"
"CUST000263","Female","25","40685","4","Platinum","Monthly","Food & Dining","20","13019","customer263@example.com","13800000263","Changning","2024-07-02","2026-03-06"
"CUST000264","Male","30","117218","4","Gold","Rarely","Fashion","3","5626","customer264@example.com","13800000264","Jingan","2023-09-24","2026-02-27"
"CUST000265","Male","35","75454","3","Bronze","Weekly","Fashion","63","57043","customer265@example.com","13800000265","Jingan","2023-06-10","2026-03-13"
"CUST000266","Male","51","39978","4","Platinum","Monthly","Fashion","19","12153","customer266@example.com","13800000266","Jingan","2024-07-17","2026-03-13"
"CUST000267","Female","38","107137","1","Gold","Weekly","Home & Living","46","19713","customer267@example.com","13800000267","Xuhui","2025-12-05","2026-02-17"
"CUST000268","Female","40","75106","1","Gold","Weekly","Electronics","74","22231","customer268@example.com","13800000268","Xuhui","2023-07-22","2026-02-15"
"CUST000269","Female","22","96407","1","Bronze","Quarterly","Sports & Outdoors","4","1543","customer269@example.com","13800000269","Minhang","2025-03-10","2026-03-11"
"CUST000270","Female","22","143033","5","Silver","Quarterly","Electronics","5","14303","customer270@example.com","13800000270","Changning","2025-10-26","2026-03-12"
"CUST000271","Female","28","102652","2","Silver","Biweekly","Sports & Outdoors","37","30385","customer271@example.com","13800000271","Xuhui","2025-08-17","2026-02-21"
"CUST000272","Female","42","93241","2","Gold","Rarely","Electronics","3","2238","customer272@example.com","13800000272","Huangpu","2024-03-17","2026-03-12"
"CUST000273","Male","30","149474","3","Bronze","Rarely","Beauty & Cosmetics","2","3587","customer273@example.com","13800000273","Pudong","2023-06-20","2026-03-11"
"CUST000274","Male","57","84212","2","Platinum","Biweekly","Beauty & Cosmetics","29","19537","customer274@example.com","13800000274","Minhang","2023-02-15","2026-03-07"
"CUST000275","Male","53","130252","4","Platinum","Weekly","Beauty & Cosmetics","73","152134","customer275@example.com","13800000275","Xuhui","2023-09-13","2026-02-28"
"CUST000276","Female","31","72257","4","Platinum","Biweekly","Entertainment","27","31215","customer276@example.com","13800000276","Changning","2025-07-12","2026-03-01"
"CUST000277","Male","57","114185","2","Gold","Weekly","Beauty & Cosmetics","52","47501","customer277@example.com","13800000277","Minhang","2025-02-17","2026-02-22"
"CUST000278","Female","50","53018","1","Bronze","Monthly","Books & Stationery","15","3181","customer278@example.com","13800000278","Pudong","2025-11-14","2026-03-04"
"CUST000279","Male","45","94951","4","Silver","Biweekly","Electronics","39","59249","customer279@example.com","13800000279","Pudong","2024-03-04","2026-02-23"
"CUST000280","Male","43","129021","3","Silver","Biweekly","Fashion","21","32513","customer280@example.com","13800000280","Xuhui","2024-07-13","2026-02-13"
"CUST000281","Female","29","21506","1","Silver","Monthly","Entertainment","10","860","customer281@example.com","13800000281","Minhang","2024-05-26","2026-03-06"
"CUST000282","Male","44","95330","5","Gold","Monthly","Sports & Outdoors","14","26692","customer282@example.com","13800000282","Changning","2025-10-05","2026-03-08"
"CUST000283","Female","27","93816","5","Bronze","Rarely","Books & Stationery","2","3753","customer283@example.com","13800000283","Xuhui","2025-06-15","2026-02-13"
"CUST000284","Male","33","98031","2","Gold","Quarterly","Beauty & Cosmetics","6","4705","customer284@example.com","13800000284","Jingan","2023-07-28","2026-03-02"
"CUST000285","Female","27","106646","5","Gold","Biweekly","Beauty & Cosmetics","40","85317","customer285@example.com","13800000285","Huangpu","2025-08-28","2026-03-08"
"CUST000286","Female","29","57109","3","Gold","Weekly","Electronics","73","50027","customer286@example.com","13800000286","Pudong","2025-07-18","2026-02-24"
"CUST000287","Male","33","44897","4","Silver","Weekly","Food & Dining","54","38791","customer287@example.com","13800000287","Jingan","2024-11-08","2026-02-17"
"CUST000288","Female","45","29327","4","Platinum","Biweekly","Fashion","38","17831","customer288@example.com","13800000288","Huangpu","2025-01-28","2026-02-14"
"CUST000289","Male","46","105911","2","Bronze","Rarely","Beauty & Cosmetics","1","847","customer289@example.com","13800000289","Huangpu","2024-06-01","2026-03-12"
"CUST000290","Female","56","75468","3","Silver","Quarterly","Fashion","5","4528","customer290@example.com","13800000290","Pudong","2023-02-15","2026-02-15"
"CUST000291","Male","37","74078","3","Platinum","Monthly","Home & Living","18","16001","customer291@example.com","13800000291","Changning","2024-04-20","2026-02-14"
"CUST000292","Male","52","96466","5","Gold","Quarterly","Books & Stationery","8","15435","customer292@example.com","13800000292","Pudong","2025-06-08","2026-02-26"
"CUST000293","Male","57","64378","4","Gold","Quarterly","Sports & Outdoors","6","6180","customer293@example.com","13800000293","Pudong","2024-08-17","2026-02-25"
"CUST000294","Female","28","43918","5","Platinum","Quarterly","Sports & Outdoors","7","6149","customer294@example.com","13800000294","Pudong","2025-04-27","2026-03-06"
"CUST000295","Female","27","45657","2","Silver","Biweekly","Entertainment","34","12419","customer295@example.com","13800000295","Huangpu","2025-02-17","2026-02-23"
"CUST000296","Male","26","56864","2","Silver","Biweekly","Fashion","36","16377","customer296@example.com","13800000296","Pudong","2023-02-10","2026-03-11"
"CUST000297","Female","34","53732","5","Bronze","Monthly","Sports & Outdoors","18","19344","customer297@example.com","13800000297","Xuhui","2023-03-18","2026-03-08"
"CUST000298","Male","33","54494","4","Silver","Rarely","Sports & Outdoors","2","1744","customer298@example.com","13800000298","Xuhui","2024-07-17","2026-03-10"
"CUST000299","Male","18","94183","5","Platinum","Rarely","Food & Dining","3","5651","customer299@example.com","13800000299","Jingan","2025-11-20","2026-03-08"
"CUST000300","Female","21","98977","2","Bronze","Weekly","Books & Stationery","74","58594","customer300@example.com","13800000300","Xuhui","2025-12-21","2026-02-13"
"CUST000301","Male","35","36985","1","Bronze","Quarterly","Books & Stationery","4","592","customer301@example.com","13800000301","Jingan","2024-11-01","2026-03-03"
"CUST000302","Female","32","20017","4","Silver","Biweekly","Books & Stationery","27","8647","customer302@example.com","13800000302","Xuhui","2025-05-10","2026-02-25"
"CUST000303","Male","29","51416","4","Bronze","Weekly","Sports & Outdoors","55","45246","customer303@example.com","13800000303","Xuhui","2023-04-26","2026-03-11"
"CUST000304","Male","49","31626","4","Gold","Quarterly","Books & Stationery","4","2024","customer304@example.com","13800000304","Xuhui","2023-04-01","2026-03-11"
"CUST000305","Female","61","113218","2","Platinum","Weekly","Food & Dining","48","43476","customer305@example.com","13800000305","Minhang","2023-10-18","2026-02-13"
"CUST000306","Female","33","60844","3","Gold","Quarterly","Books & Stationery","4","2921","customer306@example.com","13800000306","Jingan","2023-12-04","2026-03-02"
"CUST000307","Male","34","111179","4","Gold","Quarterly","Sports & Outdoors","4","7115","customer307@example.com","13800000307","Xuhui","2023-11-10","2026-02-28"
"CUST000308","Male","60","22235","4","Bronze","Rarely","Electronics","1","356","customer308@example.com","13800000308","Minhang","2023-10-25","2026-02-17"
"CUST000309","Female","27","39324","5","Bronze","Biweekly","Electronics","20","15730","customer309@example.com","13800000309","Jingan","2025-10-23","2026-02-13"
"CUST000310","Male","61","78468","2","Gold","Quarterly","Sports & Outdoors","5","3139","customer310@example.com","13800000310","Huangpu","2023-02-21","2026-03-06"
"CUST000311","Female","33","44937","4","Gold","Biweekly","Fashion","38","27322","customer311@example.com","13800000311","Xuhui","2023-01-06","2026-02-27"
"CUST000312","Female","43","97844","2","Bronze","Biweekly","Food & Dining","37","28962","customer312@example.com","13800000312","Huangpu","2023-05-24","2026-02-18"
"CUST000313","Female","60","85197","2","Gold","Monthly","Entertainment","20","13632","customer313@example.com","13800000313","Jingan","2024-09-05","2026-02-16"
"CUST000314","Female","38","140177","5","Bronze","Quarterly","Food & Dining","6","16821","customer314@example.com","13800000314","Pudong","2023-06-10","2026-02-14"
"CUST000315","Female","32","44711","5","Silver","Biweekly","Sports & Outdoors","26","23250","customer315@example.com","13800000315","Minhang","2025-05-19","2026-03-07"
"CUST000316","Male","57","98117","5","Silver","Monthly","Beauty & Cosmetics","20","39247","customer316@example.com","13800000316","Xuhui","2023-01-09","2026-03-13"
"CUST000317","Female","33","68258","2","Gold","Weekly","Sports & Outdoors","63","34402","customer317@example.com","13800000317","Jingan","2025-07-25","2026-02-24"
"CUST000318","Male","24","293263","2","Platinum","Quarterly","Books & Stationery","8","18769","customer318@example.com","13800000318","Minhang","2024-08-21","2026-02-16"
"CUST000319","Male","61","27712","2","Bronze","Rarely","Sports & Outdoors","2","443","customer319@example.com","13800000319","Changning","2024-03-26","2026-03-08"
"CUST000320","Female","28","88138","2","Bronze","Weekly","Food & Dining","54","38076","customer320@example.com","13800000320","Huangpu","2024-03-19","2026-03-07"
"CUST000321","Female","66","40006","2","Bronze","Quarterly","Beauty & Cosmetics","6","1920","customer321@example.com","13800000321","Xuhui","2025-10-24","2026-03-05"
"CUST000322","Female","41","87077","3","Platinum","Rarely","Beauty & Cosmetics","2","2090","customer322@example.com","13800000322","Huangpu","2024-09-01","2026-03-11"
"CUST000323","Female","21","148432","3","Gold","Rarely","Books & Stationery","2","3562","customer323@example.com","13800000323","Xuhui","2023-03-09","2026-02-25"
"CUST000324","Male","33","135986","5","Silver","Rarely","Home & Living","3","8159","customer324@example.com","13800000324","Jingan","2025-04-21","2026-03-04"
"CUST000325","Male","33","140783","4","Silver","Monthly","Sports & Outdoors","18","40546","customer325@example.com","13800000325","Changning","2025-11-14","2026-02-22"
"CUST000326","Female","20","142137","1","Platinum","Quarterly","Entertainment","7","3980","customer326@example.com","13800000326","Huangpu","2025-02-28","2026-03-09"
"CUST000327","Female","26","46603","4","Gold","Rarely","Entertainment","1","746","customer327@example.com","13800000327","Minhang","2024-10-17","2026-03-06"
"CUST000328","Male","19","39670","3","Platinum","Rarely","Sports & Outdoors","3","1428","customer328@example.com","13800000328","Minhang","2025-07-12","2026-03-14"
"CUST000329","Female","60","122350","1","Gold","Weekly","Sports & Outdoors","45","22023","customer329@example.com","13800000329","Pudong","2025-06-09","2026-03-03"
"CUST000330","Male","32","91685","5","Platinum","Rarely","Food & Dining","2","3667","customer330@example.com","13800000330","Pudong","2023-11-17","2026-02-17"
"CUST000331","Male","36","54652","4","Platinum","Weekly","Sports & Outdoors","41","35852","customer331@example.com","13800000331","Pudong","2024-03-06","2026-03-11"
"CUST000332","Female","37","179435","5","Platinum","Monthly","Food & Dining","17","61008","customer332@example.com","13800000332","Xuhui","2023-11-18","2026-03-13"
"CUST000333","Female","63","86131","4","Gold","Weekly","Electronics","79","108870","customer333@example.com","13800000333","Pudong","2023-02-28","2026-03-11"
"CUST000334","Female","36","91570","2","Platinum","Biweekly","Entertainment","20","14651","customer334@example.com","13800000334","Xuhui","2025-03-17","2026-02-19"
"CUST000335","Female","28","273644","4","Silver","Weekly","Books & Stationery","56","245185","customer335@example.com","13800000335","Huangpu","2024-03-10","2026-03-14"
"CUST000336","Female","35","94232","4","Gold","Rarely","Beauty & Cosmetics","2","3015","customer336@example.com","13800000336","Minhang","2024-03-11","2026-02-25"
"CUST000337","Female","49","49194","4","Silver","Rarely","Beauty & Cosmetics","1","787","customer337@example.com","13800000337","Pudong","2024-11-26","2026-02-19"
"CUST000338","Male","55","175451","2","Platinum","Rarely","Electronics","2","2807","customer338@example.com","13800000338","Huangpu","2025-01-22","2026-03-05"
"CUST000339","Female","21","97209","3","Gold","Rarely","Entertainment","3","3500","customer339@example.com","13800000339","Minhang","2023-09-13","2026-02-25"
"CUST000340","Female","28","64338","5","Gold","Rarely","Fashion","1","1287","customer340@example.com","13800000340","Pudong","2024-09-15","2026-03-03"
"CUST000341","Male","19","143046","4","Platinum","Monthly","Electronics","13","29754","customer341@example.com","13800000341","Changning","2025-01-12","2026-02-15"
"CUST000342","Female","18","70629","2","Platinum","Biweekly","Electronics","34","19211","customer342@example.com","13800000342","Minhang","2025-08-22","2026-03-06"
"CUST000343","Female","44","82691","3","Silver","Quarterly","Books & Stationery","8","7938","customer343@example.com","13800000343","Jingan","2024-06-24","2026-03-03"
"CUST000344","Male","44","75869","4","Platinum","Biweekly","Books & Stationery","36","43701","customer344@example.com","13800000344","Xuhui","2025-07-23","2026-02-22"
"CUST000345","Male","38","79603","4","Platinum","Monthly","Fashion","15","19105","customer345@example.com","13800000345","Pudong","2023-04-26","2026-03-11"
"CUST000346","Female","21","63287","5","Bronze","Quarterly","Books & Stationery","4","5063","customer346@example.com","13800000346","Jingan","2023-09-05","2026-02-14"
"CUST000347","Female","35","52390","4","Bronze","Weekly","Beauty & Cosmetics","67","56162","customer347@example.com","13800000347","Xuhui","2024-10-21","2026-03-13"
"CUST000348","Male","40","119228","3","Silver","Weekly","Beauty & Cosmetics","53","75829","customer348@example.com","13800000348","Pudong","2025-11-20","2026-03-05"
"CUST000349","Male","69","99972","1","Silver","Quarterly","Beauty & Cosmetics","7","2799","customer349@example.com","13800000349","Changning","2025-05-26","2026-03-06"
"CUST000350","Male","30","71308","5","Silver","Biweekly","Fashion","25","35654","customer350@example.com","13800000350","Huangpu","2024-05-12","2026-02-25"
"CUST000351","Male","31","57387","3","Platinum","Biweekly","Entertainment","29","19971","customer351@example.com","13800000351","Jingan","2024-09-19","2026-02-19"
"CUST000352","Female","53","140793","3","Platinum","Monthly","Electronics","11","18585","customer352@example.com","13800000352","Pudong","2025-10-20","2026-02-21"
"CUST000353","Male","41","109115","3","Platinum","Weekly","Entertainment","53","69397","customer353@example.com","13800000353","Pudong","2025-05-03","2026-03-04"
"CUST000354","Female","24","98181","5","Bronze","Rarely","Books & Stationery","2","3927","customer354@example.com","13800000354","Xuhui","2023-12-02","2026-02-15"
"CUST000355","Female","25","81149","4","Silver","Monthly","Home & Living","14","18177","customer355@example.com","13800000355","Changning","2024-12-07","2026-03-02"
"CUST000356","Male","22","201561","2","Platinum","Weekly","Entertainment","72","116099","customer356@example.com","13800000356","Changning","2024-02-03","2026-03-11"
"CUST000357","Male","26","120038","4","Platinum","Quarterly","Food & Dining","4","7682","customer357@example.com","13800000357","Pudong","2025-07-19","2026-02-22"
"CUST000358","Female","44","61441","4","Bronze","Monthly","Beauty & Cosmetics","10","9831","customer358@example.com","13800000358","Huangpu","2023-09-21","2026-03-03"
"CUST000359","Female","21","116923","2","Silver","Weekly","Sports & Outdoors","80","74831","customer359@example.com","13800000359","Minhang","2024-05-17","2026-03-08"
"CUST000360","Male","28","31060","5","Gold","Biweekly","Entertainment","23","14288","customer360@example.com","13800000360","Changning","2025-06-19","2026-02-13"
"CUST000361","Male","30","50757","1","Platinum","Rarely","Food & Dining","3","609","customer361@example.com","13800000361","Xuhui","2024-08-04","2026-03-06"
"CUST000362","Female","66","79910","4","Gold","Weekly","Fashion","61","77992","customer362@example.com","13800000362","Pudong","2025-10-13","2026-03-10"
"CUST000363","Male","30","75242","4","Silver","Monthly","Fashion","19","22874","customer363@example.com","13800000363","Jingan","2023-04-21","2026-02-20"
"CUST000364","Female","26","21007","1","Bronze","Monthly","Books & Stationery","11","924","customer364@example.com","13800000364","Xuhui","2025-06-06","2026-03-08"
"CUST000365","Male","26","40011","5","Platinum","Biweekly","Food & Dining","21","16805","customer365@example.com","13800000365","Changning","2024-01-23","2026-02-17"
"CUST000366","Female","45","96281","5","Gold","Rarely","Electronics","1","1926","customer366@example.com","13800000366","Pudong","2024-01-20","2026-03-09"
"CUST000367","Male","22","84353","2","Bronze","Rarely","Sports & Outdoors","2","1350","customer367@example.com","13800000367","Xuhui","2025-11-05","2026-03-13"
"CUST000368","Female","34","138542","5","Silver","Rarely","Electronics","3","8313","customer368@example.com","13800000368","Jingan","2023-10-05","2026-02-17"
"CUST000369","Female","50","56584","3","Gold","Quarterly","Sports & Outdoors","4","2716","customer369@example.com","13800000369","Jingan","2024-02-22","2026-03-03"
"CUST000370","Male","35","31212","3","Platinum","Weekly","Fashion","49","18353","customer370@example.com","13800000370","Changning","2023-11-12","2026-02-26"
"CUST000371","Male","27","70163","3","Silver","Rarely","Sports & Outdoors","3","2526","customer371@example.com","13800000371","Changning","2025-12-09","2026-02-21"
"CUST000372","Male","28","63199","2","Gold","Rarely","Home & Living","3","1517","customer372@example.com","13800000372","Pudong","2023-10-28","2026-02-20"
"CUST000373","Male","19","74617","4","Platinum","Weekly","Food & Dining","72","85959","customer373@example.com","13800000373","Pudong","2025-07-01","2026-02-18"
"CUST000374","Female","38","71728","2","Silver","Biweekly","Sports & Outdoors","27","15493","customer374@example.com","13800000374","Xuhui","2024-11-14","2026-02-19"
"CUST000375","Female","21","69018","3","Gold","Rarely","Sports & Outdoors","1","828","customer375@example.com","13800000375","Huangpu","2025-08-22","2026-02-26"
"CUST000376","Male","50","89414","4","Silver","Weekly","Books & Stationery","68","97282","customer376@example.com","13800000376","Huangpu","2025-04-11","2026-02-20"
"CUST000377","Female","45","47880","5","Platinum","Monthly","Entertainment","19","18194","customer377@example.com","13800000377","Xuhui","2024-10-02","2026-02-23"
"CUST000378","Male","45","222263","1","Gold","Weekly","Fashion","77","68457","customer378@example.com","13800000378","Minhang","2023-01-02","2026-03-05"
"CUST000379","Male","22","125249","2","Platinum","Rarely","Home & Living","1","1002","customer379@example.com","13800000379","Pudong","2025-08-08","2026-03-13"
"CUST000380","Female","22","124027","1","Gold","Quarterly","Electronics","8","3969","customer380@example.com","13800000380","Minhang","2024-10-25","2026-02-27"
"CUST000381","Male","23","81434","4","Silver","Monthly","Food & Dining","16","20847","customer381@example.com","13800000381","Minhang","2024-06-06","2026-02-21"
"CUST000382","Male","61","71703","1","Silver","Biweekly","Food & Dining","35","10038","customer382@example.com","13800000382","Changning","2025-02-14","2026-02-19"
